1
50000 50000
10395 16746 40373
13923 34470 97335
29593 13329 37199
13452 42397 28852
32716 20065 85258
41585 10402 54933
3687 43782 1175
29377 5681 82640
6742 26034 14571
36831 18317 5937
12602 37182 11593
9876 31823 68397
20860 23445 48646
38322 10564 82625
44718 47620 27649
5526 14552 73307
34686 42538 49734
13670 48025 11
22122 15030 72282
20204 22258 44243
38638 6723 12175
9992 30428 27834
26471 6394 72333
8687 34233 45251
45672 25362 9053
47025 24672 81552
33079 16479 62086
31363 708 14606
17658 29745 98049
1358 46794 5436
20052 20724 34628
17456 24590 38982
43471 11965 52627
42594 25575 24945
17229 36308 27277
10967 31764 77937
5807 34916 35676
21331 45671 75515
19523 37724 70039
13333 30886 92639
43421 31241 89990
35173 32435 91435
14348 39924 46182
28047 39344 6281
592 20798 56421
30430 40941 62169
43577 3682 33795
37236 30985 33798
33062 24129 93395
24097 6870 79320
42211 3231 72142
17240 13114 66846
32410 18560 22701
5478 11952 22128
13567 35368 49420
31784 18990 15692
24559 20796 34438
12752 9615 6604
33259 23641 82135
25542 17471 73151
7476 40945 6733
6675 20437 81490
28037 17946 55331
8887 41085 14073
302 43463 62768
8939 39515 35435
10016 32270 41943
2686 13527 57066
35378 1133 33139
23995 12189 12557
14860 40988 46409
14961 22013 87389
5840 47045 6965
31114 9945 1088
25898 2560 11042
3421 16577 2817
44326 26387 45370
23788 48522 60596
27521 38426 11549
7922 41372 28288
45804 43608 4665
38846 7156 59011
7532 5243 1553
42382 6595 61495
20887 12503 68506
27700 2808 99769
48628 8799 78364
37696 14360 59605
48262 21319 8429
49149 47264 76028
48926 20130 54697
36392 18418 43845
22172 10718 66560
22611 2191 41162
26583 29088 19474
27801 7228 17251
35923 44731 58720
29825 13217 60094
43853 41871 48864
15356 6744 67227
13394 512 40589
11917 35639 72173
41090 47917 31443
21000 44101 29917
3256 35466 41419
47248 15805 58547
32972 10941 39
25210 39427 22717
9491 38576 74121
3386 43453 61894
21123 44741 8037
9002 34047 4610
22612 34125 71096
49922 38607 86955
22806 38273 12525
32582 45847 45400
25145 13107 32396
19583 48367 43648
34554 30186 21374
3426 48393 99515
23391 27147 56462
20276 21773 61646
14219 30904 78729
24406 36012 30026
1951 33768 69810
9751 42712 41788
49877 24142 80943
45955 16070 32587
39883 25788 78998
22582 38128 43318
31405 37029 69381
36018 24011 42215
2287 30966 75168
27096 5508 54269
766 23384 54665
29302 41861 31660
39886 9715 82334
27224 25416 37301
38297 46021 76039
38893 43171 68725
21525 35537 1294
20634 28027 76528
46475 35480 91064
573 19903 47865
40130 31082 89429
38304 28124 40701
270 30422 87906
33297 2734 33835
35420 176 29663
15563 3128 84082
31554 3896 44612
29054 2761 74651
6822 4841 88068
12721 38644 38049
24011 17138 63857
5728 16552 25104
20972 19142 54893
27584 31793 68959
30603 9056 99451
47323 47343 77658
3234 41474 63801
21551 42338 41296
2549 47030 41198
39374 47540 77540
38024 28866 46368
32699 44817 88011
7784 16083 75932
26726 38115 445
41798 28260 13969
2096 12314 53959
45558 48692 6293
28564 18543 50631
11064 6273 70255
3052 29527 31019
11061 2512 55151
38778 24640 83437
41077 14376 30026
31630 37135 87508
4657 49810 7069
44428 11969 87825
30587 21701 56297
22978 22427 92775
3494 5160 28939
24371 7594 94763
39825 24342 65756
6155 43008 49801
24668 31205 90972
20943 39618 82443
4083 11734 4961
28431 26589 50913
44340 20758 5591
3221 13947 23575
18340 47241 30583
40971 14553 49788
48666 1340 93318
17834 27952 19268
5763 23866 55268
40947 8137 20445
27012 19573 45083
26265 9079 86494
9031 29093 79964
10222 28513 96409
37050 43947 13105
5434 30403 79673
23167 31085 54612
7771 49653 16043
29464 16103 94505
25692 21577 10430
10119 44968 24176
38202 29957 51622
37103 17837 39403
7540 11840 64304
32057 44267 78055
24420 41537 38496
26964 13727 33113
17815 16388 48335
42596 11592 71409
48125 24247 93781
44692 31232 68571
43504 38034 62649
21490 30554 41738
25106 45739 24807
8758 24771 8993
21837 42812 19206
13905 41962 18906
20517 34899 62985
43636 17648 47845
23209 40069 21054
31687 43045 27637
17166 15294 15169
8322 12990 30618
4156 8872 75114
22081 44430 83293
35695 35208 15712
28457 7786 66788
20248 27414 15693
26132 44156 43534
36547 11675 38767
15434 13719 21509
16394 12010 44135
3928 40927 45713
19816 8553 16501
47707 987 48048
15743 13424 9537
42898 30431 95094
14557 6103 77514
23631 15268 90787
16618 45444 7248
34941 20332 46541
1725 27160 81563
24541 38218 14962
38382 3033 68964
4747 20536 21673
33414 6012 39386
304 11993 37872
9576 43630 67430
37576 36262 96930
32365 11374 2870
34371 23373 23508
9621 10487 31396
4572 44604 79722
9018 30904 11759
49164 14824 84289
42919 4554 6771
10028 44073 83109
39671 6209 66404
543 48912 57639
12161 43130 37141
2492 38598 13313
16663 19867 22507
12449 24998 94460
2886 13586 62431
35326 19983 34493
45124 21591 30671
25036 45759 641
30214 31526 43570
35458 6201 33254
3343 37443 24386
42575 17397 77215
39398 20674 16824
37940 23424 62344
26762 11889 82253
45008 17791 47914
2422 12190 31658
8545 26553 59104
43154 37794 11919
6741 33711 57669
46338 33814 43722
11136 24349 96334
19993 36022 15168
30752 40340 59355
31842 48863 74717
24973 10430 84283
36132 46717 69132
26502 37460 65074
27236 31325 79349
21768 30036 23973
13904 43575 12003
20732 10466 88982
15515 36039 43192
39739 8854 13852
9509 9068 58275
38807 43123 23290
31717 18864 78486
38170 42990 74718
19652 29270 88965
13060 32809 66948
10674 29422 77664
41425 30863 30403
42702 39252 69448
7942 17205 40395
40050 18284 3164
22565 46474 68417
26652 9275 33909
31639 17175 68290
35248 37733 96656
49043 15034 97278
29903 12388 75618
38050 35795 74210
40890 7156 13258
17643 34864 77500
14330 5555 83863
46846 7912 72008
30881 610 39305
15994 28094 71262
3154 41317 70636
9284 35585 39877
19994 29620 46121
10375 13446 79144
32826 6608 69564
11782 27550 75591
47925 18633 78707
3737 33869 74124
35943 12322 97111
23693 44516 95937
26817 36845 12163
15213 1682 99322
45388 46130 29753
36799 48573 25378
20189 14947 95227
2256 17870 23995
11325 28414 48188
46114 36894 94028
49131 48676 81833
607 649 61996
37117 46094 32096
44980 43073 92627
18968 18538 18057
28012 42384 83581
1439 24779 87495
8739 23164 22247
45712 27100 68006
3956 10704 42375
1769 36020 36401
25915 25108 73871
18572 21251 92678
23346 27941 48811
8758 29355 12612
31116 46262 53676
3646 47381 81686
7626 12902 53088
33753 14760 66423
28820 15293 59575
48868 46685 95514
47698 32647 80055
38010 33107 48474
30979 5693 40826
45955 48094 49029
7938 36925 38753
36668 8432 22026
7618 14340 70161
49981 10245 86319
4666 39692 13084
29859 46301 93397
17207 15538 49509
40650 38377 75668
15355 1451 68782
36513 44332 87763
46446 6616 45166
37298 6163 10120
6950 40187 34590
37211 12285 51841
4489 23930 38029
22000 23485 81545
21315 21452 28974
14247 42575 29445
20014 26387 75483
33581 47094 40670
26788 21 5253
36445 25901 92027
27744 40419 25673
2417 3121 52598
43374 48992 94679
32045 32116 95721
2411 42555 5232
37223 28915 84590
23956 7696 86859
6970 6621 63225
34862 33855 73791
5890 1551 99406
22177 13619 79098
31522 21122 27827
32697 15669 52159
39470 2354 63483
18626 24192 80565
22018 38512 54076
44588 3707 76968
46766 40307 31734
27271 17125 58513
15660 32978 15940
2723 38047 58517
22695 6764 75689
2587 9415 50484
47673 4965 10534
5628 8771 63457
8790 8764 93484
43669 9927 59635
38765 2365 41323
5772 19979 30127
37578 26064 8318
15180 14385 31797
9910 34097 20772
14304 41040 15131
5143 40075 25014
1551 33272 47409
12944 44191 42195
17646 37884 40819
9040 3641 71890
26493 42832 52385
19527 6946 68484
9119 15829 23726
36509 35159 25219
15228 40518 42839
3634 43293 99776
41730 22593 37851
32922 8321 34794
9296 12569 4813
28258 14914 55987
47299 38266 81942
25653 26482 23184
9849 36338 96643
6638 24743 41692
47321 33986 62128
21940 30500 48573
39700 10415 3465
45793 23914 85530
38093 17804 87620
4424 45732 84298
2452 8272 79050
42477 36774 91675
31305 7039 71369
16345 15611 66829
45964 44440 62941
29243 21114 87341
1516 46796 84964
8752 48451 61434
49403 27821 44523
8026 28700 77183
47014 10465 74584
38289 3312 26053
17573 630 51438
30789 14342 17493
9789 5928 79272
19252 33231 24697
29354 27411 3028
8451 12733 23256
43197 13907 76979
38012 11251 61076
34417 1857 65641
8258 1994 34704
44726 39544 10560
40634 42319 32558
20873 2137 62166
7778 25728 78300
44908 14136 82568
42715 9057 64537
23582 46931 20149
40899 27638 36311
34177 32904 29442
16410 6378 56208
23540 4493 11049
18579 15251 55035
26264 34577 5998
12224 45965 66466
27062 43850 2729
42096 24395 2038
24634 24636 13209
15182 25862 61696
30966 49008 67470
28770 45905 90470
3954 8826 12765
1230 22828 99722
38261 36239 18538
40117 42256 73285
31732 6793 25786
31300 24175 84957
15702 25899 1326
30098 16783 45500
13714 28337 41482
39950 15104 69961
7377 35966 68198
1862 24146 87015
18718 35935 27063
20293 11674 40354
6113 17466 98993
35750 9754 42826
16691 9082 19117
28138 32898 2984
49594 10334 56258
15593 45713 14932
15958 20861 44103
31709 5230 23838
25218 11403 99155
44262 49476 5005
23801 11640 71556
22196 5359 88586
4011 329 1015
7916 705 2562
17015 17096 53281
36345 1629 49634
24569 22092 74586
5581 2089 14272
16008 10361 53956
42656 37187 21108
3495 5128 35694
1678 31693 19062
37886 24496 37891
45941 39143 9305
18810 43217 5913
21095 3269 18756
7210 27888 61952
43944 21226 70977
20425 20213 94050
36532 43919 52216
22894 11916 92733
38424 1159 50353
41639 21846 76624
20527 30623 31673
18558 12244 42441
11088 20485 10566
5111 2049 6101
12124 32615 67944
45700 36551 3628
16660 40327 67889
22356 30096 31497
34515 30903 39058
33765 41170 10580
32291 13009 74026
8568 3909 88105
24657 29247 27406
44511 10007 78204
6885 14516 29721
42737 48892 47260
9852 11564 81342
19371 43364 5808
25647 14605 73755
18719 23874 17465
35536 41030 8545
38820 30257 86035
18108 2078 91487
39243 6426 35408
32290 19814 6400
46012 11449 40356
42207 39179 48702
31823 43584 21015
26151 43975 25327
23459 15101 58362
42678 49414 82627
48102 7086 36525
12820 38497 36385
37174 42870 96530
10566 38277 99354
32758 18073 21964
49404 15103 34240
47472 3120 80553
4895 43043 89787
8872 19393 3409
24187 1282 23526
48471 15515 90338
4091 34645 42826
22320 38228 37936
29206 26887 85910
3975 23140 31209
4971 42848 76476
4637 25592 5718
48850 29784 61501
19744 18728 52810
4213 19155 36750
13617 36681 62758
26458 24992 21600
45325 38109 28915
28905 9472 37943
37298 34865 21635
18119 31001 67152
11978 25513 48465
42688 21683 70300
29417 32446 36755
3418 32354 40324
16337 38588 28656
7003 45007 95025
4625 39430 76114
22321 37220 675
42599 45586 71962
12472 4635 17027
297 20095 76172
29702 29745 5388
40132 46452 74854
28669 17263 51163
7561 25098 65542
48403 31 68637
44648 9989 74088
37693 16006 78234
22836 5460 57958
31288 23353 36726
37941 45152 96984
14473 1393 68063
2841 29735 8301
8285 39816 79286
34954 29236 65735
31167 32283 12873
39616 10335 37842
13169 17584 20779
12691 23912 98893
49439 28547 62400
30511 46310 94633
10979 4811 60644
238 32785 85492
47296 26571 4660
5257 45658 1711
17985 15080 91299
12662 32916 67006
4973 25189 45606
8912 11815 92646
371 13968 68593
18792 39140 44621
46164 29842 27404
37771 33901 96971
23002 47271 27523
10745 35053 54401
38389 5176 96631
24456 45172 60591
37160 43121 95541
13255 9249 14385
22865 5785 35528
45121 32006 40794
11001 13264 9227
15514 49945 47675
5133 20977 98322
7582 4164 69168
20912 26889 72519
12157 7425 42774
37078 13805 94897
32387 3950 52419
36650 13610 91376
7763 21043 75379
29617 42453 86066
14129 30691 1199
33541 33958 18695
39489 44545 65100
41068 7929 11775
17968 11268 33510
27240 38771 48015
22974 16997 89438
26479 18723 86417
25026 8412 18605
177 23305 7841
32583 43006 24037
19843 48755 95749
11767 47411 78252
4997 24669 71860
4436 2244 99145
24830 20222 1063
46931 49487 8554
45335 38733 72753
10202 25849 81637
38150 24525 21712
35192 18735 70091
42223 49114 9771
42591 3525 49969
31009 46747 41757
15555 49236 64109
5779 407 71028
45341 6684 27269
9040 31312 31219
33360 41183 84351
18071 22261 67953
4841 17671 79292
5326 23856 93828
5736 16556 29612
6497 42365 55345
35504 3897 69329
44500 44193 75922
38050 46531 27916
24347 26410 98217
9417 38092 43596
2701 38657 80581
25325 8682 79552
41859 16935 77192
12751 39053 53908
28636 11361 37890
2938 42231 44467
9344 18223 98871
1581 8803 44783
19719 14183 2534
7138 14410 89000
42370 41985 66865
40079 40508 45905
36581 7126 87952
17534 13014 38521
47910 25042 23933
29280 10119 56522
46957 26122 81059
6722 49831 47847
24243 46739 16004
5447 29543 59829
30320 10933 92393
8990 25793 50010
20471 13932 84335
19681 25211 26611
24009 17480 17453
25463 7058 66705
29512 4478 27357
48179 17230 81714
9803 40033 40558
12641 35805 41676
14580 49248 562
26845 39756 61058
48339 10793 50519
25152 8785 40196
6063 34218 32779
3905 13887 56241
17745 5081 95457
18403 17495 64139
21234 21054 27436
38031 30593 46062
570 2763 39142
33837 16849 63881
17824 23485 37117
6053 39566 26959
35756 26354 20814
30870 14379 67182
66 390 87840
38485 43866 69745
17499 31889 23970
22283 28546 65917
32679 28418 40008
30356 16745 50656
8278 34558 98058
31160 15682 46098
34166 29487 97402
47727 10978 85648
7861 36000 66982
39801 14480 5103
49049 29174 82966
14260 24370 90823
16851 22235 35089
23121 24072 26694
21891 8160 64168
40088 17114 71521
18424 27819 69545
12275 17755 99996
35602 22441 6388
7484 10607 61295
11397 47688 1159
43533 6175 85895
45292 16754 55857
48530 1243 55322
33235 45222 16774
43423 44078 87994
28173 35957 59751
10118 33769 82109
9000 11502 50323
1555 24809 42370
2816 33899 56829
48608 13792 14282
12597 12991 34478
26043 4359 80340
37922 15967 6246
46723 23981 66703
21965 9201 67923
19184 760 72836
42790 1975 74834
49867 27671 27782
43994 40969 95929
2137 29118 41081
11859 30891 3130
25160 17613 203
39209 46151 27918
8262 23520 80885
10052 39590 21193
6660 32544 81570
35319 2500 75967
5938 29399 83467
8778 11766 16339
13136 21552 94777
288 39414 58968
31555 45209 46270
46566 7163 97566
10687 32572 68541
29949 14186 57427
41564 7230 67569
7197 17604 74906
6497 19092 95536
25355 6415 88731
13021 16464 83273
7872 47816 63629
34706 30069 49511
22220 7110 29469
12287 26211 70885
23349 31471 94862
7975 11935 13497
26193 37769 88882
44354 35469 37640
22067 4885 22492
4857 8894 29285
32964 14325 82063
43576 11288 99069
19575 4882 4930
30826 19137 36626
28096 21618 29704
3567 40689 49279
12206 25838 70553
21705 43945 91827
28372 12898 63923
33943 34913 18599
16957 18873 72156
1434 20151 73735
6797 104 37871
46650 47234 21076
36214 30306 23978
45670 45045 49963
13398 16926 65961
33144 41813 11646
47848 21128 71560
24208 45967 19703
35724 33244 80869
3816 1907 43475
17738 46643 26217
33554 41716 93553
30449 19805 24287
34626 14472 13962
4025 23964 72214
27575 44529 28897
43020 27033 91197
45140 32929 70445
48552 21908 26982
39352 31504 90971
8681 35659 42660
10886 42102 60428
9817 9764 38470
20357 47012 30005
28146 48977 61079
40805 41825 59992
29160 10001 17948
26785 49228 34611
10430 17345 64357
9841 26000 12389
15952 12133 66557
16871 49006 72042
46247 44022 79149
26358 7050 51364
21097 30392 10051
45300 586 19105
30631 43641 96721
6665 34150 65033
20485 1781 78823
45462 18591 22935
34010 8719 25011
20832 270 7164
6409 2503 76168
25858 22259 92068
45590 47353 5631
15861 9893 54494
4162 34744 51213
38296 15147 70187
35850 47654 17704
45516 10093 18569
30578 40850 98315
14414 48928 69356
18401 37594 63665
19669 47627 4881
25286 40059 69841
24367 7944 1131
45256 36601 68270
7735 41132 22978
12560 22151 44149
14097 44577 51598
12840 48272 99912
16955 30894 47019
22215 8688 6559
9368 39311 24717
42376 29640 65335
40574 27494 40237
6988 31608 37857
30056 14933 15021
32649 21264 56199
34468 22307 33829
14328 29194 25913
7385 41184 79080
4956 10408 39804
28968 19775 92251
24089 35391 47212
4263 38914 68486
35121 28073 57299
39776 19929 48270
16875 11356 99035
4231 19326 96347
29104 8958 72749
32859 29672 62092
48129 29358 42886
19227 35490 21829
3649 4358 26214
43028 15450 68638
13968 12895 98638
43544 22302 75503
38535 11397 12252
45080 33316 62110
39582 8541 6600
45740 18368 59301
2302 33275 20203
33557 10651 76666
25050 41535 96097
47107 34726 78016
36997 13514 60905
24045 47575 1044
40229 4369 94619
46965 48815 40045
29812 31176 37530
39208 23555 31603
4672 21218 27516
36452 43066 42396
22543 30416 41777
42102 13638 263
8709 10279 5657
40944 43444 48587
21559 27837 67642
34377 49172 9635
6336 37115 49344
11181 42446 31495
4597 49867 61056
14115 11899 52182
19715 29100 5383
10635 19578 53417
5541 46068 93534
8604 42912 90094
27521 18489 19723
8439 8024 79573
21605 15942 83578
13957 8472 20103
7653 41344 92073
42328 34394 7750
22281 36174 86487
14926 31578 9217
34860 24310 39114
26465 10358 84292
28483 33656 30746
21487 8816 78510
5671 14445 20871
28741 6742 88726
18630 33003 19209
49497 15243 81936
11414 45205 18413
45730 42485 57865
34502 43251 28391
32864 36707 92940
15460 16571 7170
37498 27569 50202
40439 29665 12916
43520 10477 54866
48667 9379 14185
40630 15296 66560
6033 24391 19256
1435 49746 50665
25452 35860 75551
15652 21445 78652
39703 29862 47517
48503 24078 63819
15443 7151 97342
25183 44789 69143
722 34276 54244
8679 1908 39100
14012 8036 35518
33761 14675 14468
32836 3245 41463
38386 44145 5269
35713 15107 5370
18908 6801 8925
42090 37357 24496
24040 15706 7772
3524 7716 69736
18146 1851 12322
15239 34473 57402
48367 25921 66769
28090 35592 77188
15497 31991 36974
2507 44079 36226
15393 28420 68112
8563 24538 28864
26360 22484 78553
17604 13531 47003
24275 14747 72790
8926 3234 62040
31504 5623 7057
7266 38718 57421
25516 46713 90120
18600 37876 24486
11643 31420 6146
43868 39854 86074
1515 40 3845
5900 49554 62444
44578 43336 4425
17860 44892 76692
44826 40372 64788
28016 5323 57648
18190 21245 3190
